pcn,item,mpn,current_onhand,corrected_onhand,phantom_removed,relabel_adjt_count,relabel_units,loc_to,mfg_qty
13407,6590L-36,TPS73618DBVT,249,0,249,1,249,MFG Floor,249
13404,6590-36,TPS73618DBVT,247,0,247,1,247,MFG Floor,247
19979,8311M-3-50,B160-13-F,246,0,246,1,246,MFG Floor,246
11854,8176-25,C0805C105K5RACTU,245,0,245,1,245,MFG Floor,245
4325,6590-40,ILD206T,245,0,245,1,245,MFG Floor,245
15339,7750-40,CRCW120610K0FKEA,245,0,245,1,245,MFG Floor,245
8058,6252-4,T495X336K035ATE260,245,0,245,1,245,MFG Floor,245
6056,8080L-395,CRCW0603220RFKEA,241,0,241,1,241,MFG Floor,241
4188,5189-69,HCPL-0600,240,0,240,1,240,MFG Floor,240
24092,8584M-25,GRM32ER71J106MA12L,240,0,240,1,240,MFG Floor,240
34533,7946l-25,C0603C682K3RACTU,240,0,240,1,370,1502101,0
42010,7254R-16,1-66103-7,240,0,240,1,240,MFG Floor,240
6206,8078-86,ERJ-PA3F1000V,240,0,240,1,240,MFG Floor,240
6152,7331-28,ERJ-P06J201V,238,0,238,1,238,MFG Floor,238
18632,7466L-6,S1M,237,0,237,1,237,MFG Floor,237
11713,7466L-8,35201K0JT,235,0,235,1,235,MFG Floor,235
4324,6590-41,BTS4140N,230,0,230,1,230,MFG Floor,230
20140,8080L-1-515,MOC3041SR2VM,230,0,230,1,230,MFG Floor,230
4427,7584-50,ERJ-2GEJ103X,230,0,230,1,230,MFG Floor,230
39558,8515L-7-770,561349100,230,0,230,1,230,1604006,0
1791,ACI-1907,C1812C105K5RAC7800,460,230,230,1,230,1304614,0
13934,8385L-25,ERJ-6GEYJ103V,230,0,230,1,230,MFG Floor,230
38561,8740l-15,39-00-0039,230,0,230,1,230,MFG Floor,230
3233,8171L-10,CL10B104JO8NNNC,230,0,230,1,230,MFG Floor,230
243,8170L-70,CRCW080522K0JNEA,225,0,225,1,225,MFG Floor,225
25602,6590L-A-34,SS14-E3/61T,225,0,225,3,225,MFG Floor,75
11530,6753L-73,CRCW25122K70JNEG,225,0,225,1,225,MFG Floor,225
8041,8350M-30,C0805C122K5RACTU,225,0,225,1,225,MFG Floor,225
11326,8138M-215,V85MLA1210NH,220,0,220,1,220,MFG Floor,220
11548,8037-33,RC0805FR-0710KL,440,220,220,1,220,MFG Floor,0
17697,8245L-245,CRGCQ0402F82K,440,220,220,1,220,MFG Floor,220
225,8229L-70,RC0805FR-071ML,220,0,220,1,220,MFG Floor,220
1557,6189-10,SMAJ26CA,220,0,220,1,252,MFG Floor,252
13587,6588-14,SMBJ30CA,220,0,220,1,220,MFG Floor,220
13533,8314-235,CRCW040280K6FKED,220,0,220,1,220,MFG Floor,220
720,8390L-45,RC1206JR-0730KL,220,0,220,1,220,MFG Floor,220
10288,8098-1-80,LM317T,390,172,218,2,218,MFG Floor,28
12803,7331M-9,MF-MSMF050-2,215,0,215,1,215,MFG Floor,215
40942,8737L-10,RA717,214,0,214,2,214,MFG Floor,107
12171,8321-3-25,GRM188R71E104KA01D,210,0,210,1,210,MFG Floor,210
18263,7331-32,ERJ-6ENF1004V,210,0,210,1,210,MFG Floor,210
32093,8520L-265,PTS647SN70SMTR2LFS,210,0,210,1,210,MFG Floor,210
2138,8095-5,C0805C106K4PACTU,210,0,210,1,210,MFG Floor,210
12517,6590L-A-6,CC0805KRX7R9BB103,210,0,210,1,210,MFG Floor,210
40075,8736l-10,P10-10R-D,220,10,210,1,210,MFG Floor,210
1367,aci-1529,CRCW06030000Z0EA,280,70,210,3,210,1505905,0
18438,8080L-1-420,SC4501MSETRT,205,0,205,1,205,MFG Floor,205
24252,6590L-2,T495X336K035ATE250,205,0,205,1,205,MFG Floor,205
35411,7004-60,0ZCJ0035AF2E,200,0,200,1,200,MFG Floor,200
5342,7144L-5,GRM31CR61E106MA12L,200,0,200,1,200,MFG Floor,200
5880,7750-40,CRCW120610K0FKEA,200,0,200,1,200,MFG Floor,200
7926,8231-5,GRM188R71H104KA93D,200,0,200,1,200,MFG Floor,200
36067,7605-10,ERJ3EKF1002V,200,0,200,1,200,MFG Floor,200
12323,8080L-345,CRCW06034K70FKEA,200,0,200,1,200,MFG Floor,200
19635,7759-2,150141VS73100,200,0,200,1,200,MFG Floor,200
2290,6590-33,BZX84C2V7LT1G,200,0,200,1,200,MFG Floor,200
13932,8176-55,EEV-FK1E102Q,200,0,200,1,200,MFG Floor,200
35131,8159-10,CC0805KRX7R9BB104,200,0,200,1,200,MFG Floor,200
5699,7104-4,ESR03EZPF1002,200,0,200,1,200,MFG Floor,200
9837,7996-8,C0805C106M4PACTU,200,0,200,1,200,MFG Floor,200
20193,6463-125,ERJ-3EKF1002V,200,0,200,1,200,MFG Floor,200
33454,8500-430,FOD817BSD,200,0,200,1,280,MFG Floor,280
14343,6588-9,T491C106K020AT,200,0,200,1,200,MFG Floor,200
19150,8349M-315,RC0603FR-071KL,200,0,200,1,200,MFG Floor,200
21252,7143l-12,GRM188R61C105KA93D,200,0,200,1,200,MFG Floor,200
15887,8170L-80,RC0805FR-0710KL,400,200,200,1,200,1206117,0
2075,7686-15,C1608X5R1C225M080AB,200,0,200,1,200,MFG Floor,200
30966,7004-120,LTL-4261N,200,0,200,1,200,MFG Floor,200
5404,8070-9,MM3Z12VT1G,200,0,200,1,210,MFG Floor,210
28302,7254T-1,TPSA106K006R1500,200,0,200,1,200,MFG Floor,200
19432,8258L-20,GRM188R61A106KE69D,200,0,200,1,200,MFG Floor,200
1884,8115-75,C1206C104J5RACTU,200,0,200,1,200,MFG Floor,200
7879,8095-50,UMK325BJ106KM-T,200,0,200,1,200,MFG Floor,200
2493,7307-40,CRCW080520K0FKEA,200,0,200,1,200,MFG Floor,200
21399,8167M-210,MF-LSMF260X-2,400,200,200,1,200,1301306,0
19157,7038-5,ERJ-3EKF4701V,400,200,200,1,200,1605012,0
8712,7728-240,MF1/4DCT52R1000F,200,0,200,1,200,MFG Floor,200
34132,7946l-35,C0603C103K5RACTU,200,0,200,1,200,1502101,0
30162,7946l-65,C0603C470J5GACTU,200,0,200,1,200,1502101,0
36772,7946L-75,WP1503CB/GD,200,0,200,1,200,1502101,4
10463,7004-5,UPW1V101MPD,200,0,200,1,200,MFG Floor,200
1155,7990M-69,9C08052A9310FKHFT,200,0,200,1,200,MFG Floor,200
13357,7307-41,CRCW080515K0FKEA,200,0,200,1,200,MFG Floor,200
16066,8080L-1-55,GRM21BR61E106KA73L,200,0,200,1,200,MFG Floor,200
7333,5189-112,ERJ-6GEYJ473V,200,0,200,1,200,MFG Floor,0
21500,8167M-170,LBR2012T220K,400,200,200,1,200,1403011,0
17295,7595-27,ERJ-6ENF1004V,200,0,200,1,200,MFG Floor,200
4428,8119L-20,GRM21BR61E106KA73L,200,0,200,1,200,MFG Floor,200
16055,8245L-280,CRGCQ0402F3K3,200,0,200,1,200,MFG Floor,200
41067,8803L-20,C2102A.12.02,206,6,200,1,200,1602004,0
31850,8233L-35,CRCW12062K20FKEA,400,200,200,1,200,1504002,0
38138,1557-2-3,140-50U5-104M-RC,900,700,200,1,200,2102504,0
14117,6590L-A-20,RC0805FR-0710RL,200,0,200,2,300,MFG Floor,150
5616,6590-22,RC0805FR-071KL,200,0,200,1,200,MFG Floor,200
11709,8160-45,GRT31CR61H106KE01L,200,0,200,1,200,MFG Floor,200
39835,8738L-5,1028-8/133T-54,200,0,200,1,200,MFG Floor,200
1141,6134-36,ERJ-8GEYJ471V,200,0,200,1,200,MFG Floor,200
11587,8314-10,C0805C104J1RACTU,200,0,200,1,200,MFG Floor,200
32986,7946l-50,C1206C106K3PACTU,200,0,200,1,200,1502101,0
22172,8322-5,BLM18EG221TN1D,400,200,200,1,200,MFG Floor,200
30790,7254R-1,TPSA106K006R1500,200,0,200,1,200,MFG Floor,200
36945,6779ML-19,TAP225K035SCS,250,51,199,1,199,1501502,0
501,8123M-245,CRCW080510K0FKEA,198,0,198,1,198,MFG Floor,198
11961,7144L-185,GRM31CR61E106MA12L,198,0,198,1,198,MFG Floor,198
21629,8349M-310,ERA-3AEB1651V,198,0,198,1,198,MFG Floor,198
41337,7254R-6,M64W504KB40,195,0,195,1,195,MFG Floor,195
17116,8314-5,22201C475KAT2A,194,0,194,1,194,MFG Floor,194
15493,8340-80,SML-LXT0805GW-TR,194,0,194,1,194,MFG Floor,194
13439,6654L-5,CRCW06034K70FKEA,190,0,190,1,190,MFG Floor,190
30073,7696L-4,BSS138,390,200,190,1,190,1506403,0
16277,8245L-245,CRGCQ0402F82K,380,190,190,1,190,MFG Floor,190
5929,6588-23,APT2012SRCPRV,190,0,190,1,190,MFG Floor,190
12939,8080L-165,B160-13-F,190,0,190,1,190,MFG Floor,190
14670,6948L-4,ERJ-6GEYJ104V,190,0,190,1,190,MFG Floor,190
23882,8399M-15,CGA3E2X7R1E104K080AA,190,0,190,1,190,MFG Floor,190
25861,6519L-9,UWT1V101MCL1GS,190,0,190,1,190,MFG Floor,190
12317,7696L-5,ERJ-3EKF1002V,276,88,188,1,188,MFG Floor,100
17851,8210L-25,UWT1A102MNL1GS,185,0,185,1,185,MFG Floor,185
37833,7143L-17,C0805C475K3PACTU,185,0,185,1,185,MFG Floor,185
5669,6948L-3,CRCW08050000Z0EA,185,0,185,1,185,MFG Floor,185
15911,8288-5,CS1G-E3/I,185,0,185,1,185,MFG Floor,185
14272,5189-65,APTD3216CGCK,185,0,185,1,185,MFG Floor,185
21997,7331M-9,MF-MSMF050-2,185,0,185,1,185,MFG Floor,185
15479,8525ML-1-195,GRM188R61C475KAAJD,182,0,182,1,182,MFG Floor,182
4508,5189-74,PS2701-1-F3-A,180,0,180,1,180,MFG Floor,180
8282,7686-17,FBMH1608HL121-T,180,0,180,1,180,MFG Floor,180
30450,8532l-105,1N4148W-7-F,180,0,180,1,180,MFG Floor,180
11573,8314-30,CC0805KRX7R9BB471,180,0,180,1,180,MFG Floor,180
28377,8223l-35,BLM18KG601SN1D,180,0,180,1,180,MFG Floor,180
15566,8245L-275,RMCF0402JT240R,180,0,180,1,180,MFG Floor,180
38574,6779ML-53,ZTX851,180,0,180,1,220,1501504,0
37835,7143L-18,C1608C0G1H060D080AA,180,0,180,1,180,MFG Floor,180
3471,7155-9,STPS2L60A,180,0,180,2,180,MFG Floor,90
24089,8584M-40,GRM32ER72A225KA35K,180,0,180,1,180,MFG Floor,180
22744,8356L-45,C1608X5R1E475K080AC,180,0,180,1,180,MFG Floor,180
3194,8041-15,B150-13-F,180,0,180,1,180,MFG Floor,180
415,7990M-51,CRCW080513K7FKEA,177,0,177,1,177,MFG Floor,177
9432,7727-85,CMF553K3200FHEB,175,0,175,1,175,MFG Floor,115
18871,8328-60,ERJ-3EKF1001V,175,0,175,1,175,MFG Floor,175
24380,8119l-10,UMK107B7104KA-T,175,0,175,1,175,MFG Floor,175
8917,7906-13,MF1/4DCT52R2201F,175,0,175,1,175,MFG Floor,175
37070,8369L-70,501648-1000,200,25,175,1,175,MFG Floor,175
16189,8169M-165,1SR154-600TE25,348,174,174,1,174,1303810,0
2204,8210L-30,EEE-FC1H101P,172,0,172,1,172,MFG Floor,172
19121,ACI-4628,RMCF0603FT20K0,344,172,172,1,172,1403001,0
19257,8080L-1-70,SMAJ15A,170,0,170,1,170,MFG Floor,170
12929,8080L-50,C3216X5R1H106K160AB,170,0,170,1,170,MFG Floor,170
21008,8311M-3-60,S1M,170,0,170,1,170,MFG Floor,170
2728,8448L-335,CRCW040284K5FKED,170,0,170,1,170,MFG Floor,0
24372,6654l-20,TMK107ABJ225KA-T,170,0,170,1,170,MFG Floor,170
38694,7946L-240,TPD2E001DZDR,340,170,170,1,170,1502301,0
11697,8176-150,ERJ-6ENF8662V,170,0,170,1,170,MFG Floor,170
22745,7143L-57,MBR0520LT1G,170,0,170,1,170,MFG Floor,170
41816,5678ML-6,ZTX951,200,30,170,1,170,1602303,0
44174,8771L-20,3365/20,170,0,170,1,170,MFG Floor,170
8475,8223-5,TMK105B7104KV-FR,170,0,170,1,170,MFG Floor,170
21397,8167M-210,MF-LSMF260X-2,340,170,170,1,170,1101118,0
37704,7946L-265,SP0503BAHTG,340,170,170,1,170,1502301,0
8943,8098-95,MF1/4DCT52R6801F,340,170,170,1,170,Count Area,0
29142,8417l-90,CR0805-FX-1002ELF,168,0,168,1,168,MFG Floor,168
21002,8311M-3-50,B160-13-F,168,0,168,1,168,MFG Floor,168
6286,7686-20,C0805C475K3PACTU,168,0,168,1,168,MFG Floor,168
18329,7144L-35,C0603C104J4RACTU,165,0,165,1,165,MFG Floor,165
17218,7143L-11,GRM188R71H102KA01D,165,0,165,1,165,MFG Floor,165
19514,7331M-16,MH2029-300Y,165,0,165,1,165,MFG Floor,165
4409,6590-39,MIC2954-03WSTR,165,0,165,1,165,MFG Floor,165
6178,8002M-124,RC0603FR-071K43L,246,82,164,2,164,1503001,0
38193,8579-5,C322C104K1R5TA,164,0,164,2,164,MFG Floor,82
22740,8080L-1-370,SMAJ5.0CA,160,0,160,1,160,1504012,0
20999,8311M-3-85,MMBF170,160,0,160,1,160,MFG Floor,160
6057,8080L-395,CRCW0603220RFKEA,160,0,160,1,160,MFG Floor,160
12191,8141M-250,CRCW06032K00FKEA,160,0,160,2,160,MFG Floor,80
12628,6588L-10,TMK212BJ105KG-T,160,0,160,2,160,MFG Floor,80
38578,6779ML-20,TAP226K020SCS,160,0,160,1,270,1501502,0
20493,8311M-3-150,LM3409HVMY/NOPB,160,0,160,1,160,MFG Floor,160
17965,8037-70,ERJ-3EKF1243V,160,0,160,1,160,MFG Floor,160
17302,8245L-220,CRGCQ0402F15K,320,160,160,1,160,MFG Floor,160
3108,7694L-5,EEE-FK1E220R,160,0,160,1,160,MFG Floor,160
20993,8311M-3-55,MMSZ5256B-7-F,160,0,160,1,160,MFG Floor,160
15165,8266L-120,RMCF0402FT10K0,160,0,160,2,160,MFG Floor,80
153,6252-5,C0805C104K5RACTU,160,0,160,1,160,MFG Floor,160
33030,7946l-280,"74HC4052D,653",320,160,160,1,160,1502303,0
9240,8098-1-235,1N4742A-TAP,3516,3357,159,1,159,MFG Floor,159
26424,8439l-190,CRCW120680R6FKEA,471,314,157,1,157,1301507,0
21005,8311M-3-40,MDB6S,157,0,157,1,157,MFG Floor,157
21674,8328-200,RC0603FR-0730K1L,157,0,157,1,157,MFG Floor,157
19104,8349M-390,RMCF0603FT54K9,155,0,155,1,155,MFG Floor,155
11899,7996-10,CL21A226MAQNNNE,155,0,155,1,155,MFG Floor,0
21695,7943-28,RC0603FR-072KL,155,0,155,1,155,MFG Floor,0
8118,8317-35,GRM21BR71C225KA12K,155,0,155,1,155,MFG Floor,155
397,6189-53,ERJ-14YJ202U,154,0,154,1,154,MFG Floor,154
6205,8507l-170,RC0603FR-0771K5L,304,152,152,1,152,1503001,0
21697,8328-235,ESR03EZPJ272,304,152,152,1,152,1603001,0
2825,8488l-15,C0805C180J5GACTU,228,76,152,2,152,1403014,0
41501,8725L-2,54104,150,0,150,1,150,MFG Floor,150
35344,8500-365,D1213A-02SOL-7,150,0,150,3,450,MFG Floor,150
2303,6588-17,APHCM2012CGCK-F01,150,0,150,1,150,MFG Floor,150
19497,8258L-65,BLM15PX221SN1D,150,0,150,1,150,MFG Floor,150
8302,7686-8,CC1206KKX7R9BB474,150,0,150,1,150,MFG Floor,150
7448,8317-285,ERJ-6ENF51R1V,150,0,150,1,150,MFG Floor,150
305,6138L-14,ERJ-6ENF4751V,150,0,150,1,150,MFG Floor,150
13593,6588-9,T491C106K020AT,150,0,150,1,150,MFG Floor,150
1280,6189-46,ERJ-14NF13R0U,150,0,150,1,150,MFG Floor,150
6014,7915-17,C0805C104K5RAC7800,150,0,150,1,150,MFG Floor,150
20997,8311M-3-45,SMBJ54A-13-F,150,0,150,1,150,MFG Floor,150
33422,8500-190,"PMBT3906,235",150,0,150,1,180,MFG Floor,180
37996,7801L-F-18,92146A530,150,0,150,1,150,MFG Floor,150
10675,7453-11,382811-8,150,0,150,1,150,MFG Floor,150
19159,7038-10,ERJ-3EKF3300V,300,150,150,1,150,1605012,0
2089,7910-5,12065C475KAT2A,150,0,150,1,150,MFG Floor,150
25988,8748l-150,RC0402FR-0710KL,150,0,150,1,150,MFG Floor,150
12906,7944-11,SML-LX0603GW-TR,150,0,150,1,150,MFG Floor,150
26211,8173-1-55,ERJ-P06J100V,150,0,150,1,150,MFG Floor,150
22731,8080L-1-447,GRM188R61H224KAC4D,150,0,150,1,150,MFG Floor,150
13631,6588-23,APT2012SRCPRV,150,0,150,1,150,MFG Floor,150
2514,8258L-30,GRM155R71C224KA12D,150,0,150,1,150,MFG Floor,150
4387,5189-141,MMBT3904-7-F,150,0,150,1,150,1506201,0
30315,8778L-10,CC0402KRX7R7BB104,150,0,150,1,670,MFG Floor,670
2128,6753L-5,T491D106K035AT,150,0,150,1,150,MFG Floor,150
30789,7254R-5,CRCW08051K00FKEA,150,0,150,1,150,MFG Floor,150
19332,8258L-125,CRGCQ0402J4K7,150,0,150,1,150,MFG Floor,150
36429,7946l-290,TPS54283PWPR,149,0,149,1,149,MFG Floor,150
27605,8691L-2,C0805C105K4RACTU,149,0,149,1,149,MFG Floor,149
19074,8399M-75,T491D157K016AT,145,0,145,1,145,MFG Floor,145
38678,7801L-F-17,91772A106,214,70,144,1,144,MFG Floor,144
4263,6225-10,VNH3SP30TR-E,143,0,143,1,143,MFG Floor,143
2391,6802-55,AA2810AZGS/G,140,0,140,1,140,MFG Floor,140
15553,5684L-2,RNMF14FTC10K0,140,0,140,1,140,MFG Floor,140
16551,7946L-235,RCT-0C,140,0,140,1,140,MFG Floor,140
11459,8037-115,RL1220S-R10-F,140,0,140,1,140,MFG Floor,140
41734,8603-10,185104J63RAA-F,140,0,140,2,140,MFG Floor,70
500,8483-50,CRCW080510K0FKEA,137,0,137,1,137,MFG Floor,137
13536,8314-35,EMZA250ADA471MJA0G,137,0,137,1,137,MFG Floor,137
5345,7143L-36,ERJ-3EKF1002V,136,0,136,1,136,MFG Floor,136
12993,8159-5,CGA5L1X7R1H106K160AC,135,0,135,1,135,MFG Floor,135
5698,7584-47,ESR03EZPF1002,135,0,135,2,270,MFG Floor,135
13062,ACI-4595,MM5829-2700RJ4,270,135,135,1,135,1406802,0
13423,8167M-350,VC121048H101DP,135,0,135,1,135,MFG Floor,135
10429,8317-310,MMBT2222ALT1HTSA1,134,0,134,1,134,2203102,0
4192,7907L-9,CPF0603F200KC1,134,0,134,1,134,MFG Floor,134
24206,6590L-2,T495X336K035ATE250,132,0,132,1,132,MFG Floor,132
15213,8352-85,MJD127G,132,0,132,1,132,MFG Floor,132
4412,7907L-17,RT0603DRD07470RL,132,0,132,1,132,MFG Floor,132
17929,6163L-11,HR2220V801R-10,130,0,130,1,130,MFG Floor,130
6378,6753-3,TMK212BJ475KG-T,130,0,130,1,130,MFG Floor,130
4234,8413L-165,BLM21PG221SN1D,130,0,130,1,130,MFG Floor,130
31855,7754l-60,C1206C474K5RACTU,130,0,130,1,130,MFG Floor,130
4172,4553-225,CPF0603F1K0C1,135,5,130,1,130,MFG Floor,130
390,8756L-230,ERJ-2RKF1001X,130,0,130,1,130,MFG Floor,130
19094,8399M-15,CGA3E2X7R1E104K080AA,130,0,130,1,130,MFG Floor,130
4320,6590-57,744227,130,0,130,1,130,MFG Floor,130
2390,6189-49,9C12063A2003JLHFT,130,0,130,1,130,MFG Floor,130
12954,8173-1-20,C2012X7R1H334K125AA,130,0,130,1,130,MFG Floor,130
40138,6858L-4,MF1/4DCT52R1301F,130,0,130,1,130,MFG Floor,0
6161,6753-72,RC0805FR-0710KL,130,0,130,1,130,MFG Floor,130
19513,8258L-35,CL10A475KP8NNNC,130,0,130,1,130,MFG Floor,130
10941,8083-1-65,RG2012P-1023-B-T5,130,0,130,1,130,MFG Floor,130
10753,7686-3,ADS7846IRGVT,130,0,130,1,130,1301504,0
19392,7750-70,UWT1V101MCL1GS,130,0,130,1,130,MFG Floor,130
40192,7946L-230,300SP1J1BLKM7QE,129,0,129,1,129,MFG Floor,129
8259,6970-G1-22,LR645N8-G,129,0,129,1,129,MFG Floor,129
4153,6224L-2,ASMT-MT00-00001,129,0,129,1,129,MFG Floor,129
506,8178M-220,RMCF0805FT10K0,128,0,128,1,128,MFG Floor,128
3486,8210L-35,STPS2L60A,128,0,128,2,128,MFG Floor,64
11737,7682-30,MJD127G,126,0,126,1,126,MFG Floor,126
14632,8159-5,GRT31CR61H106KE01L,125,0,125,1,125,MFG Floor,125
10568,6705-7,929647-09-02-EU,125,0,125,1,125,MFG Floor,125
4605,6980-29,SKRKAEE010,125,0,125,1,125,MFG Floor,125
14398,ACI-4604,LM2676SDX-5.0/NOPB,250,125,125,1,125,1602204,0
6941,8766L-30,2N7002LT1G,125,0,125,1,125,MFG Floor,125
21804,7686-40,ERJ-8GEY0R00V,125,0,125,1,125,MFG Floor,125
2511,7584-51,ERJ-2GEJ472X,125,0,125,1,125,MFG Floor,125
22627,8460L-120,STM32F446RET6,124,0,124,1,124,MFG Floor,124
14362,6588-9,T491C106K020AT,124,0,124,1,124,MFG Floor,124
6599,8080L-335,ERJ-3EKF4871V,123,0,123,1,123,MFG Floor,123
16579,6252-16,SMBJ30CA,120,0,120,1,120,MFG Floor,120
20501,8311M-3-85,MMBF170,120,0,120,1,120,MFG Floor,120
13549,8167M-120,B1100-13-F,120,0,120,1,120,MFG Floor,120
7559,8582ML-45,C0603C103K5RACTU,120,0,120,1,120,MFG Floor,120
23166,8080L-1-55,GRM21BR61E106KA73L,120,0,120,1,120,MFG Floor,120
1442,7307-5,08055C221KAT2A,120,0,120,1,120,MFG Floor,120
34330,8594l-1110,RMCF1206FG100R,120,0,120,2,120,MFG Floor,60
43350,8731L-25,RA717,120,0,120,1,120,MFG Floor,120
38577,6779ML-54,ZTX951,120,0,120,1,120,1501504,0
15569,8258L-130,RMCF0402FT47K0,240,120,120,1,120,MFG Floor,120
16973,8260L-10,CL05B104KP5NNNC,120,0,120,1,120,MFG Floor,120
19715,8098-100,MF1/4DCT52R1002F,120,0,120,1,120,MFG Floor,120
15909,8288-10,ERJ-P6WF2201V,120,0,120,1,120,MFG Floor,120
30906,8525ML-1-40,C3225X7S1H106K250AB,120,0,120,1,120,MFG Floor,120
23262,7331-9,MF-MSMF050-2,240,120,120,1,120,1403012,0
11120,8277-45,CRCW12061K00FKEA,120,0,120,1,120,MFG Floor,120
4861,6590-36,TPS73618DBVT,120,0,120,1,120,MFG Floor,120
2276,6588-20,SS14-E3/61T,120,0,120,1,120,MFG Floor,120
41447,8741L-80,39-28-1023,120,0,120,1,120,MFG Floor,120
8421,6654L-5,CRCW06034K70FKEA,120,0,120,1,120,MFG Floor,120
14483,8218L-45,"PZU5.1B3A,115",120,0,120,1,120,MFG Floor,120
4268,7254T-4,CRCW0805200KFKEA,120,0,120,1,120,MFG Floor,120
11717,8252M-3-85,S1M,120,0,120,1,120,MFG Floor,120
12940,8080L-1-65,SMBJ7.0A,120,0,120,1,120,MFG Floor,120
31895,7141L-20,0460005.UR,118,0,118,1,118,MFG Floor,118
36888,7703ML-3-56,TSW-102-07-L-S,115,0,115,1,115,MFG Floor,115
34561,7249-18,0ZCJ0035AF2E,115,0,115,1,115,MFG Floor,115
14536,8218L-55,TCM0J106M8R,115,0,115,1,115,MFG Floor,115
19292,8080L-1-250,TPD2E007DCKR,115,0,115,1,115,MFG Floor,115
37162,7394-15,MF1/4DCT52R3300F,115,0,115,1,115,MFG Floor,115
20114,8169M-175,"PESD3V3U1UT,215",115,0,115,1,115,1603001,0
22897,6590L-1,T491C106K020AT,115,0,115,1,115,MFG Floor,115
27533,7946l-175,ERJ-6ENF1623V,115,0,115,2,230,1502203,0
44288,8796L-15,39-00-0039,114,0,114,1,114,MFG Floor,114
20157,8080L-1-315,ABS07-32.768KHZ-T,114,0,114,1,114,MFG Floor,114
21983,7331-19,SMTRA-440-9-6ET,114,0,114,1,114,MFG Floor,114
2000,8582ML-565,ERT-J1VR103J,113,0,113,1,113,MFG Floor,113
4185,6590-43,AMIS42665TJAA1RG,112,0,112,1,112,MFG Floor,112
26479,8439l-165,RC0402FR-0710KP,224,112,112,1,112,1301507,0
7086,7144L-30,ERJ-3EKF1002V,111,0,111,1,111,MFG Floor,111
42009,8731L-25,RA717,111,0,111,1,111,MFG Floor,111
8466,6654L-30,ZLLS400TA,110,0,110,1,110,MFG Floor,110
41088,8603-40,1N4148,110,0,110,2,110,MFG Floor,55
18891,8256L-20,CL05B104KP5NNNC,110,0,110,1,110,MFG Floor,110
19043,6590L-2,T495X336K035ATE250,110,0,110,1,110,MFG Floor,110
2642,8176-105,ERJ-6GEYJ103V,110,0,110,1,110,MFG Floor,110
12523,6590L-33,BZX84C2V7LT1G,110,0,110,1,110,MFG Floor,110
4411,6588-15,SSA24-E3/61T,110,0,110,1,110,MFG Floor,110
25808,8766L-30,2N7002LT1G,110,0,110,1,110,MFG Floor,110
24369,8080L-1-300,STM32F207IGT6,109,0,109,1,109,MFG Floor,109
7126,8262-55,1N4148WS,109,0,109,1,109,MFG Floor,109
24282,6590L-39,MIC2954-03WSTR,107,0,107,1,107,MFG Floor,107
6713,7907LB-25,LTC3105EMS#PBF,107,0,107,1,107,MFG Floor,107
16554,8311M-3-75,ZXMP10A18KTC,107,0,107,1,107,MFG Floor,107
33056,7686-62,SN74LVCH16T245DGGR,106,0,106,1,106,MFG Floor,106
1916,7221L-2,C1206C106J8RACTU,105,0,105,1,105,MFG Floor,105
5494,6590-2,T495X336K035ATE250,105,0,105,1,105,MFG Floor,105
1986,7993M-75,2N7002,105,0,105,1,105,MFG Floor,105
18338,7143L-8,LMK212BJ106KG-T,105,0,105,1,105,MFG Floor,105
5814,8507l-60,ES1J,105,0,105,1,105,MFG Floor,105
19186,7249-3,GRM31CR71H225KA88L,105,0,105,1,105,MFG Floor,105
16195,8148l-110,ERJ-2RKF1003X,210,105,105,1,105,1301204,0
15356,7944-12,BAT54LT1G,105,0,105,1,105,MFG Floor,105
22166,8169M-175,"PESD3V3U1UT,215",105,0,105,1,105,MFG Floor,0
22831,6163L-11,HR2220V801R-10,105,0,105,1,105,MFG Floor,105
15287,8245L-230,CRGCQ0402F15K,210,105,105,1,105,MFG Floor,105
14513,8218L-50,TCJB106M035R0200,105,0,105,1,105,MFG Floor,105
35520,7249-16,02540101Z,105,0,105,1,105,MFG Floor,105
12153,8138M-35,C5750X7R2A475M,103,0,103,1,103,MFG Floor,103
3299,7686-33,93AA46A-I/ST,103,0,103,1,103,MFG Floor,103
26274,8439l-45,C0402C181K5GAC7867,204,102,102,1,102,1503002,0
9284,7726-43,MFR-25FRF52-1M,100,0,100,1,100,MFG Floor,100
10764,4187-14,A202204,100,0,100,1,100,MFG Floor,100
15878,8245L-295,RMCF0402ZT0R00,100,0,100,1,100,MFG Floor,100
12398,8349M-255,CRCW0603100KFKEA,100,0,100,1,100,MFG Floor,100
37569,7946L-90,MF-LSMF300/24X-2,100,0,100,1,100,1502201,0
14211,8037-155,EEE-1AA101WR,100,0,100,1,100,MFG Floor,100
4270,7307-5,08055C221KAT2A,100,0,100,1,100,MFG Floor,100
5927,6252-26,MPZ1608S221A,100,0,100,1,100,MFG Floor,100
4266,7254T-1,TPSA106K006R1500,100,0,100,1,100,MFG Floor,100
11206,8154-25,CC0603KRX7R7BB104,100,0,100,1,100,MFG Floor,100
4910,7944-36,ERJ-3EKF1002V,100,0,100,1,100,MFG Floor,100
16637,8594l-1190,RMCF0402FT10K0,100,0,100,2,200,MFG Floor,100
37215,8608ML-20,CRCW060310R0JNEA,100,0,100,1,100,2201402,100
37418,8119L-10,UMK107B7104KA-T,100,0,100,1,100,MFG Floor,100
